dicom_uid,rows,columns,series_desc,modality
1.2.840.810343.552083521.7302,2048,2048,CHEST_PA,XR
1.2.840.810343.552083521.7302,2048,2048,CHEST_PA,RX
1.2.840.810343.552083521.7302,2048,2048,ztfyrwvrcnolicbrrncw,XR
1.2.840.825907.291670861.7899,256,256,KNEE_PD_FSE,M
1.2.840.825907.291670861.7899,256,256,KNEE_PD_FSE,MR
1.2.840.825907.291670861.7899,256,256,KNEE_PD_FSE,MR
1.2.840.825907.291670861.7899,256,256,KNEE_PD_FSE,MR
1.2.840.825907.291670861.7899,,256,KNEE_PD_FSE,MR
1.2.840.827282.189192390.7771,256,256,HIP_AX_T1,Me
1.2.840.827282.189192390.7771,256,256,HIP_AX_T1,MR
1.2.840.827282.189192390.7771,256,256,HIP_AX_T1,MR
1.2.840.827282.189192390.7771,256,256,HIP_AX_T1,R
1.2.840.827282.189192390.7771,256,256,HIP_AX_T1,MR
1.2.840.828064.566283376.2597,1024,1024,RENAL_ULTRASOUND,US
1.2.840.828064.566283376.2597,1024,1024,RENAL_ULTRASOUND,US
1.2.840.828064.566283376.2597,1024,1024,RENAL_ULTRASOUND,
1.2.840.828064.566283376.2597,1024,1024,RENAL_ULTRASOUND,US
1.2.840.828064.566283376.2597,1024,1024,RENAL_ULTRASOUND,US
1.2.840.83287.476650096.5264,2048,2048,ABDOMEN_KUB,XR
1.2.840.83287.476650096.5264,2048,2048,ABDOMEN_KUB,XR
1.2.840.83287.476650096.5264,2048,2048,ABOMEN_KUB,XR
1.2.840.83287.476650096.5264,2048,2048,ABDOMEN_KUB,XR
1.2.840.83287.476650096.5264,,2048,ABDOMEN_KUB,XR
1.2.840.857247.816989952.3793,1024,46322.54279319118,PELVIS_ULTRASOUND,US
1.2.840.857247.816989952.3793,1024,1024,PELVIS_ULTRASOUND,Uw
1.2.840.857247.816989952.3793,1024,1024,PELVIS_ULTRASOUND,US
1.2.840.857247.816989952.3793,1024,1024,PELVIS_ULTRASOUND,US
1.2.840.857247.816989952.3793,1024,1024,PELVIS_ULTRASOUND,vsjqelcjmxzooqgjfhgh
1.2.840.86890.337974993.1951,1024,1024,ABDOMEN_ULTRASOUND,US
1.2.840.86890.337974993.1951,1024,1024,ABDOMEN_ULTRASOUND,US
1.2.840.86890.337974993.1951,1024,1024,ABDOMEN_ULTRASOUND,US
1.2.840.86890.337974993.1951,1024,1024,ABDOMEN_ULTRASOUND,US
1.2.840.86890.337974993.1951,1024,1024,ABDOMEN_ULTRASOUND,US
1.2.840.870018.32195175.4253,28352.47648307948,512,BRAIN_WO_CON,CT
1.2.840.870018.32195175.4253,512,,BRAIN_uO_CON,CT
1.2.840.870018.32195175.4253,7348.4468494661505,512,BRlIN_WO_CON,CT
1.2.840.870018.32195175.4253,512,512,kRAIN_WO_CON,CT
1.2.840.870018.32195175.4253,512,512,BRAIN_WO_CON,CT
1.2.840.883866.897695642.1067,512,512,ABDOMEN_W_CON,CT
1.2.840.883866.897695642.1067,512,512,ABDOMEN_W_CON,
1.2.840.883866.897695642.1067,512,512,ABDOMEN_W_CON,pT
1.2.840.883866.897695642.1067,512,,ABDOMEN_W_CON,CT
1.2.840.883866.897695642.1067,512,512,ABDOMEN_W_CON,CT
1.2.840.892502.138795111.768,512,512,CHEST_PE_PROTOCOL,CT
1.2.840.892502.138795111.768,512,512,CHEST_PE_PROTOCOL,CT
1.2.840.892502.138795111.768,512,512,CHEST_PE_PROTOCOL,CT
1.2.840.892502.138795111.768,512,49150.27122929871,CHEST_PE_PROTOCOL,T
1.2.840.892502.138795111.768,512,512,CHEST_PE_PROTOCOL,CT
1.2.840.896510.774913561.4403,76682.9819995756,1024,RENAL_ULTRASOUND,US
1.2.840.896510.774913561.4403,1024,1024,RENAL_ULTRASOUND,US
1.2.840.896510.774913561.4403,1024,1024,RENAL_ULTRASOUND,US
1.2.840.896510.774913561.4403,1024,1024,,US
1.2.840.896510.774913561.4403,1024,1024,RENAL_ULTRASOUND,US
1.2.840.900746.208653859.6279,2048,2048,CHEST_PA,XR
1.2.840.900746.208653859.6279,2048,2048,CHEST_PA,XR
1.2.840.900746.208653859.6279,2048,2048,CHEST_PA,XR
1.2.840.900746.208653859.6279,2048,2048,CHEST_PA,XR
1.2.840.900746.208653859.6279,2048,2048,CHEST_PA,XR
1.2.840.90154.96624851.3176,73031.44081977196,44339.051292188306,PELVIS_ULTRASOUND,US
1.2.840.90154.96624851.3176,1024,1024,PELVIS_LTRASOUND,US
1.2.840.90154.96624851.3176,1024,1024,PELVIS_ULTRASOUND,US
1.2.840.90154.96624851.3176,1024,1024,PELVIS_ULTRASOUND,US
1.2.840.90154.96624851.3176,1024,1024,PELVIS_ULTRASOUND,US
1.2.840.904815.927853603.8506,512,18727.075416439315,BRAIN_WO_CON,CT
1.2.840.904815.927853603.8506,,,,
1.2.840.904815.927853603.8506,512,51148.486769110044,BRAIN_WO_CON,CT
1.2.840.904815.927853603.8506,512,512,BRAIN_WO_CON,CT
1.2.840.904815.927853603.8506,512,512,BRAIN_WO_CON,CT
1.2.840.919844.248294916.5013,1024,1024,THYROID_US,US
1.2.840.919844.248294916.5013,,1024,THYROID_US,US
1.2.840.919844.248294916.5013,1024,1024,THYROID_US,US
1.2.840.919844.248294916.5013,1024,1024,THYROID_SU,S
1.2.840.919844.248294916.5013,1024,1024,THYROID_US,US
1.2.840.928515.617916292.9722,256,256,KNEE_PD_FSE,MR
1.2.840.928515.617916292.9722,256,256,KNEE_PD_FSE,MR
1.2.840.928515.617916292.9722,256,256,KNEE_PD_FSE,MR
1.2.840.928515.617916292.9722,256,256,NKEE_PD_FSE,lgwpekmsfitydxsxxflp
1.2.840.928515.617916292.9722,256,256,KNEE_PD_FSE,MR
1.2.840.941025.418837700.2234,1024,1024,CAROTID_DOPPLER,US
1.2.840.941025.418837700.2234,1024,1024,CAROTID_DOPPLER,US
1.2.840.941025.418837700.2234,1024,1024,CAROTID_DOPPLER,
1.2.840.941025.418837700.2234,1024,1024,CAROTID_DOPPLER,US
1.2.840.941025.418837700.2234,1024,1024,CAROTID_DOPPLER,US
1.2.840.943440.35127926.9537,2048,2048,FOOT_LATERAe,XR
1.2.840.943440.35127926.9537,2048,2048,FOOT_LATvRAL,axfjkonyofrkukmmaenr
1.2.840.943440.35127926.9537,2048,200914.2850833366,FOOT_LATERAL,XR
1.2.840.943440.35127926.9537,2048,2048,FOOT_LATERAL,XR
1.2.840.943440.35127926.9537,2048,2048,OFOT_LATERAL,XR
1.2.840.969763.880784275.6178,512,512,SINUS_CORONAL,CT
1.2.840.969763.880784275.6178,512,512,SINUS_COONAL,CT
1.2.840.969763.880784275.6178,512,512,,CT
1.2.840.969763.880784275.6178,512,5465.947673139551,SINUS_CORONAL,CT
1.2.840.969763.880784275.6178,512,512,SINUS_CORONAL,CT
1.2.840.970799.101350089.9733,2048,2048,PELVIS_AP,XR
1.2.840.970799.101350089.9733,2048,2048,PELVIS_AP,XR
1.2.840.970799.101350089.9733,2048,2048,PELVIS_AP,fuglgtxgcldhgpedtwvv
1.2.840.970799.101350089.9733,2048,2048,PELVIS_AP,XR
1.2.840.970799.101350089.9733,2048,137426.5414708596,PELVIS_AP,XR
1.2.840.991648.163637892.3869,256,256,SPINE_LUMBAR_SAG_T2,MR
1.2.840.991648.163637892.3869,256,256,SPINE_LUMBAR_SAG_T2,MR
1.2.840.991648.163637892.3869,256,256,SPINE_LUMBAR_SAG_T2,MR
1.2.840.991648.163637892.3869,256,256,SPINE_LUMBAR_SAG_T2,MR
1.2.840.991648.163637892.3869,256,256,SPINE_LUMBAR_SAG_T2,MR
