tid,attribute,correct_val
728882,actual_arrival,21177
728882,actual_departure,21030
728882,composed_key,2011-12-14 - UA-6273-YYC-SFO
728882,scheduled_departure,21035
728883,scheduled_arrival,21223
728883,actual_arrival,21177
728883,actual_departure,21030
728883,composed_key,2011-12-14 - UA-6273-YYC-SFO
728883,scheduled_departure,21035
200741,scheduled_arrival,48454
200741,actual_arrival,48448
200741,actual_departure,48250
200741,composed_key,2012-01-02 - AA-1165-JFK-MIA
200741,scheduled_departure,48239
200742,scheduled_arrival,48454
200742,actual_arrival,48448
200742,actual_departure,48250
200742,composed_key,2012-01-02 - AA-1165-JFK-MIA
200742,scheduled_departure,48239
200743,scheduled_arrival,48454
200743,actual_arrival,48448
200743,actual_departure,48250
200743,composed_key,2012-01-02 - AA-1165-JFK-MIA
200743,scheduled_departure,48239
200744,scheduled_arrival,48454
200744,actual_arrival,48448
200744,actual_departure,48250
200744,composed_key,2012-01-02 - AA-1165-JFK-MIA
200744,scheduled_departure,48239
200745,scheduled_arrival,48454
200745,actual_arrival,48448
200745,actual_departure,48250
200745,composed_key,2012-01-02 - AA-1165-JFK-MIA
200745,scheduled_departure,48239
200746,scheduled_arrival,48454
200746,actual_arrival,48448
200746,actual_departure,48250
200746,composed_key,2012-01-02 - AA-1165-JFK-MIA
200746,scheduled_departure,48239
200747,scheduled_arrival,48454
200747,actual_arrival,48448
200747,actual_departure,48250
200747,composed_key,2012-01-02 - AA-1165-JFK-MIA
200747,scheduled_departure,48239
200877,scheduled_arrival,48454
200877,actual_arrival,48448
200877,actual_departure,48250
200877,composed_key,2012-01-02 - AA-1165-JFK-MIA
200877,scheduled_departure,48239
200878,scheduled_arrival,48454
200878,actual_arrival,48448
200878,actual_departure,48250
200878,composed_key,2012-01-02 - AA-1165-JFK-MIA
200878,scheduled_departure,48239
200879,scheduled_arrival,48454
200879,actual_arrival,48448
200879,actual_departure,48250
200879,composed_key,2012-01-02 - AA-1165-JFK-MIA
200879,scheduled_departure,48239
200880,scheduled_arrival,48454
200880,actual_arrival,48448
200880,actual_departure,48250
200880,composed_key,2012-01-02 - AA-1165-JFK-MIA
200880,scheduled_departure,48239
200881,scheduled_arrival,48454
200881,actual_arrival,48448
200881,actual_departure,48250
200881,composed_key,2012-01-02 - AA-1165-JFK-MIA
200881,scheduled_departure,48239
200882,scheduled_arrival,48454
200882,actual_arrival,48448
200882,actual_departure,48250
200882,composed_key,2012-01-02 - AA-1165-JFK-MIA
200882,scheduled_departure,48239
200883,scheduled_arrival,48454
200883,actual_arrival,48448
200883,actual_departure,48250
200883,composed_key,2012-01-02 - AA-1165-JFK-MIA
200883,scheduled_departure,48239
201017,scheduled_arrival,48454
201017,actual_arrival,48448
201017,actual_departure,48250
201017,composed_key,2012-01-02 - AA-1165-JFK-MIA
201017,scheduled_departure,48239
201018,scheduled_arrival,48454
201018,actual_arrival,48448
201018,actual_departure,48250
201018,composed_key,2012-01-02 - AA-1165-JFK-MIA
201018,scheduled_departure,48239
201062,scheduled_arrival,48454
201062,actual_arrival,48448
201062,actual_departure,48250
201062,composed_key,2012-01-02 - AA-1165-JFK-MIA
201062,scheduled_departure,48239
201063,scheduled_arrival,48454
201063,actual_arrival,48448
201063,actual_departure,48250
201063,composed_key,2012-01-02 - AA-1165-JFK-MIA
201063,scheduled_departure,48239
201064,scheduled_arrival,48454
201064,actual_arrival,48448
201064,actual_departure,48250
201064,composed_key,2012-01-02 - AA-1165-JFK-MIA
201064,scheduled_departure,48239
201185,scheduled_arrival,48454
201185,actual_arrival,48448
201185,actual_departure,48250
201185,composed_key,2012-01-02 - AA-1165-JFK-MIA
201185,scheduled_departure,48239
201186,scheduled_arrival,48454
201186,actual_arrival,48448
201186,actual_departure,48250
201186,composed_key,2012-01-02 - AA-1165-JFK-MIA
201186,scheduled_departure,48239
201187,scheduled_arrival,48454
201187,actual_arrival,48448
201187,actual_departure,48250
201187,composed_key,2012-01-02 - AA-1165-JFK-MIA
201187,scheduled_departure,48239
201188,scheduled_arrival,48454
201188,actual_arrival,48448
201188,actual_departure,48250
201188,composed_key,2012-01-02 - AA-1165-JFK-MIA
201188,scheduled_departure,48239
201189,scheduled_arrival,48454
201189,actual_arrival,48448
201189,actual_departure,48250
201189,composed_key,2012-01-02 - AA-1165-JFK-MIA
201189,scheduled_departure,48239
201364,scheduled_arrival,48454
201364,actual_arrival,48448
201364,actual_departure,48250
201364,composed_key,2012-01-02 - AA-1165-JFK-MIA
201364,scheduled_departure,48239
58127,scheduled_arrival,49855
58127,actual_arrival,49840
58127,actual_departure,49782
58127,composed_key,2012-01-03 - UA-3925-IAD-ORF
58127,scheduled_departure,49782
58128,scheduled_arrival,49855
58128,actual_arrival,49840
58128,actual_departure,49782
58128,composed_key,2012-01-03 - UA-3925-IAD-ORF
58128,scheduled_departure,49782
58712,scheduled_arrival,49855
58712,actual_arrival,49840
58712,actual_departure,49782
58712,composed_key,2012-01-03 - UA-3925-IAD-ORF
58712,scheduled_departure,49782
58713,scheduled_arrival,49855
58713,actual_arrival,49840
58713,actual_departure,49782
58713,composed_key,2012-01-03 - UA-3925-IAD-ORF
58713,scheduled_departure,49782
58714,scheduled_arrival,49855
58714,actual_arrival,49840
58714,actual_departure,49782
58714,composed_key,2012-01-03 - UA-3925-IAD-ORF
58714,scheduled_departure,49782
59048,scheduled_arrival,49855
59048,actual_arrival,49840
59048,actual_departure,49782
59048,composed_key,2012-01-03 - UA-3925-IAD-ORF
