actual_arrival,scheduled_arrival,actual_departure,composed_key,scheduled_departure
11270,11279,11092,2011-12-07 - AA-400-DFW-JFK,11080
11270,11279,11092,2011-12-07 - AA-400-DFW-JFK,11080
11270,11279,11092,2011-12-07 - AA-400-DFW-JFK,11080
11270,11279,11092,2011-12-07 - AA-400-DFW-JFK,11080
11270,11279,11092,2011-12-07 - AA-400-DFW-JFK,11080
11270,11279,11092,2011-12-07 - AA-400-DFW-JFK,11080
11270,11279,11092,2011-12-07 - AA-400-DFW-JFK,11080
11270,11279,11092,2011-12-07 - AA-400-DFW-JFK,11080
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
19010,19010,18865,2011-12-12 - AA-2312-DFW-DTW,18865
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
50690,50690,50545,2012-01-03 - AA-2312-DFW-DTW,50545
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
14368,14363,14206,2011-12-09 - UA-2906-PHL-MCO,14210
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
44594,44603,44446,2011-12-30 - UA-2906-PHL-MCO,44450
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
43272,43255,43095,2011-12-29 - AA-484-DFW-MIA,43095
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
32796,32805,32714,2011-12-22 - UA-2945-PHL-CLT,32700
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
17307,17283,17105,2011-12-11 - UA-62-IAH-EWR,17070
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
20489,20489,20185,2011-12-13 - UA-233-LAX-JFK,20185
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
22400,23750,22172,2011-12-15 - AA-1522-SFO-ORD,23515
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
46142,46135,45995,2011-12-31 - AA-484-DFW-MIA,45975
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
39918,39916,39733,2011-12-27 - CO-1193-EWR-MCO,39735
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
35704,35720,35498,2011-12-24 - AA-1886-BOS-MIA,35505
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
12493,12507,11864,2011-12-08 - UA-858-PVG-SFO,11865
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
46793,48230,46570,2012-01-01 - AA-1522-SFO-ORD,47995
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
25353,25375,25295,2011-12-17 - UA-3925-IAD-ORF,25302
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
5463,5475,5357,2011-12-03 - AA-4277-CVG-JFK,5350
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
24011,24027,23382,2011-12-16 - UA-858-PVG-SFO,23385
40491,40505,40188,2011-12-27 - AA-1007-MIA-PHX,40195
40491,40505,40188,2011-12-27 - AA-1007-MIA-PHX,40195
40491,40505,40188,2011-12-27 - AA-1007-MIA-PHX,40195
40491,40505,40188,2011-12-27 - AA-1007-MIA-PHX,40195
