actual_arrival,actual_departure,composed_key,scheduled_arrival,scheduled_departure
38475,38289,2011-12-26 - AA-2268-PHX-ORD,38495,38295
38475,38289,2011-12-26 - AA-2268-PHX-ORD,38495,38295
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
50004,49809,2012-01-03 - AA-2268-PHX-ORD,50015,49815
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
45667,45489,2011-12-31 - AA-2268-PHX-ORD,45695,45495
37060,36850,2011-12-25 - AA-2268-PHX-ORD,37065,36855
37060,36850,2011-12-25 - AA-2268-PHX-ORD,37065,36855
37060,36850,2011-12-25 - AA-2268-PHX-ORD,37065,36855
37060,36850,2011-12-25 - AA-2268-PHX-ORD,37065,36855
37060,36850,2011-12-25 - AA-2268-PHX-ORD,37065,36855
37060,36850,2011-12-25 - AA-2268-PHX-ORD,37065,36855
37060,36850,2011-12-25 - AA-2268-PHX-ORD,37065,36855
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
32721,32532,2011-12-22 - AA-2268-PHX-ORD,32735,32535
32721,32532,2011-12-22 - AA-2268-PHX-ORD,32735,32535
32721,32532,2011-12-22 - AA-2268-PHX-ORD,32735,32535
32721,32532,2011-12-22 - AA-2268-PHX-ORD,32735,32535
32721,32532,2011-12-22 - AA-2268-PHX-ORD,32735,32535
32721,32532,2011-12-22 - AA-2268-PHX-ORD,32735,32535
32721,32532,2011-12-22 - AA-2268-PHX-ORD,32735,32535
37060,36850,2011-12-25 - AA-2268-PHX-ORD,37065,36855
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
29834,29651,2011-12-20 - AA-2268-PHX-ORD,29855,29655
29834,29651,2011-12-20 - AA-2268-PHX-ORD,29855,29655
29834,29651,2011-12-20 - AA-2268-PHX-ORD,29855,29655
29834,29651,2011-12-20 - AA-2268-PHX-ORD,29855,29655
29834,29651,2011-12-20 - AA-2268-PHX-ORD,29855,29655
29834,29651,2011-12-20 - AA-2268-PHX-ORD,29855,29655
29834,29651,2011-12-20 - AA-2268-PHX-ORD,29855,29655
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
,,2011-12-19 - AA-2268-PHX-ORD,28415,28215
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
25536,25328,2011-12-17 - AA-2268-PHX-ORD,25535,25335
24088,23896,2011-12-16 - AA-2268-PHX-ORD,24095,23895
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
26954,26765,2011-12-18 - AA-2268-PHX-ORD,26975,26775
21239,21043,2011-12-14 - AA-2268-PHX-ORD,21215,21015
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
25536,25328,2011-12-17 - AA-2268-PHX-ORD,25535,25335
25536,25328,2011-12-17 - AA-2268-PHX-ORD,25535,25335
25536,25328,2011-12-17 - AA-2268-PHX-ORD,25535,25335
25536,25328,2011-12-17 - AA-2268-PHX-ORD,25535,25335
25536,25328,2011-12-17 - AA-2268-PHX-ORD,25535,25335
25536,25328,2011-12-17 - AA-2268-PHX-ORD,25535,25335
25536,25328,2011-12-17 - AA-2268-PHX-ORD,25535,25335
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
24088,23896,2011-12-16 - AA-2268-PHX-ORD,24095,23895
24088,23896,2011-12-16 - AA-2268-PHX-ORD,24095,23895
24088,23896,2011-12-16 - AA-2268-PHX-ORD,24095,23895
24088,23896,2011-12-16 - AA-2268-PHX-ORD,24095,23895
24088,23896,2011-12-16 - AA-2268-PHX-ORD,24095,23895
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
21239,21043,2011-12-14 - AA-2268-PHX-ORD,21215,21015
21239,21043,2011-12-14 - AA-2268-PHX-ORD,21215,21015
21239,21043,2011-12-14 - AA-2268-PHX-ORD,21215,21015
21239,21043,2011-12-14 - AA-2268-PHX-ORD,21215,21015
21239,21043,2011-12-14 - AA-2268-PHX-ORD,21215,21015
21239,21043,2011-12-14 - AA-2268-PHX-ORD,21215,21015
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
19742,19571,2011-12-13 - AA-2268-PHX-ORD,19775,19575
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
18299,18131,2011-12-12 - AA-2268-PHX-ORD,18335,18135
48580,48369,2012-01-02 - AA-2268-PHX-ORD,48575,48375
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
16880,16692,2011-12-11 - AA-2268-PHX-ORD,16895,16695
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
15437,15249,2011-12-10 - AA-2268-PHX-ORD,15455,15255
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
12552,12372,2011-12-08 - AA-2268-PHX-ORD,12575,12375
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
11123,10945,2011-12-07 - AA-2268-PHX-ORD,11135,10935
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
8232,8060,2011-12-05 - AA-2268-PHX-ORD,8255,8055
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
6791,6616,2011-12-04 - AA-2268-PHX-ORD,6815,6615
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
5355,5180,2011-12-03 - AA-2268-PHX-ORD,5375,5175
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
3908,3741,2011-12-02 - AA-2268-PHX-ORD,3935,3735
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
2466,2302,2011-12-01 - AA-2268-PHX-ORD,2495,2295
14032,13847,2011-12-09 - AA-2268-PHX-ORD,14015,13815
35588,35410,2011-12-24 - AA-2268-PHX-ORD,35615,35415
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
5605,5496,2011-12-03 - AA-3804-PHL-ORD,5645,5495
,36230,2011-12-24 - AA-3063-SLC-LAX,36320,36200
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,,2011-12-30 - AA-3063-SLC-LAX,,
,,2011-12-30 - AA-3063-SLC-LAX,,
,49153,2012-01-02 - AA-3063-SLC-LAX,49280,49160
,49153,2012-01-02 - AA-3063-SLC-LAX,49280,49160
,47711,2012-01-01 - AA-3063-SLC-LAX,47840,47720
,47711,2012-01-01 - AA-3063-SLC-LAX,47840,47720
,46275,2011-12-31 - AA-3063-SLC-LAX,46400,46280
,46275,2011-12-31 - AA-3063-SLC-LAX,46400,46280
,46275,2011-12-31 - AA-3063-SLC-LAX,46400,46280
,43388,2011-12-29 - AA-3063-SLC-LAX,43520,43400
,43388,2011-12-29 - AA-3063-SLC-LAX,43520,43400
,41949,2011-12-28 - AA-3063-SLC-LAX,42080,41960
,41949,2011-12-28 - AA-3063-SLC-LAX,42080,41960
,40516,2011-12-27 - AA-3063-SLC-LAX,40640,40520
,40516,2011-12-27 - AA-3063-SLC-LAX,40640,40520
,36230,2011-12-24 - AA-3063-SLC-LAX,36320,36200
,36230,2011-12-24 - AA-3063-SLC-LAX,36320,36200
,36230,2011-12-24 - AA-3063-SLC-LAX,36320,36200
,33319,2011-12-22 - AA-3063-SLC-LAX,33440,33320
,33319,2011-12-22 - AA-3063-SLC-LAX,33440,33320
,30446,2011-12-20 - AA-3063-SLC-LAX,30560,30440
,30446,2011-12-20 - AA-3063-SLC-LAX,30560,30440
,28994,2011-12-19 - AA-3063-SLC-LAX,29120,29000
,28994,2011-12-19 - AA-3063-SLC-LAX,29120,29000
,28994,2011-12-19 - AA-3063-SLC-LAX,29120,29000
,26135,2011-12-17 - AA-3063-SLC-LAX,26240,26120
,26135,2011-12-17 - AA-3063-SLC-LAX,26240,26120
,26135,2011-12-17 - AA-3063-SLC-LAX,26240,26120
,18913,2011-12-12 - AA-3063-SLC-LAX,19040,18920
,18913,2011-12-12 - AA-3063-SLC-LAX,19040,18920
20323,20068,2011-12-13 - CO-63-EWR-IAH,20302,20065
,18913,2011-12-12 - AA-3063-SLC-LAX,19040,18920
,17469,2011-12-11 - AA-3063-SLC-LAX,17600,17480
,17469,2011-12-11 - AA-3063-SLC-LAX,17600,17480
,17469,2011-12-11 - AA-3063-SLC-LAX,17600,17480
,16033,2011-12-10 - AA-3063-SLC-LAX,16160,16040
,16033,2011-12-10 - AA-3063-SLC-LAX,16160,16040
,11729,2011-12-07 - AA-3063-SLC-LAX,11840,11720
,11729,2011-12-07 - AA-3063-SLC-LAX,11840,11720
,4539,2011-12-02 - AA-3063-SLC-LAX,4640,4520
,4539,2011-12-02 - AA-3063-SLC-LAX,4640,4520
,4539,2011-12-02 - AA-3063-SLC-LAX,4640,4520
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,3099,2011-12-01 - AA-3063-SLC-LAX,3200,3080
,50601,2012-01-03 - AA-3063-SLC-LAX,50720,50600
,50601,2012-01-03 - AA-3063-SLC-LAX,50720,50600
,50601,2012-01-03 - AA-3063-SLC-LAX,50720,50600
,50601,2012-01-03 - AA-3063-SLC-LAX,50720,50600
,50601,2012-01-03 - AA-3063-SLC-LAX,50720,50600
,49153,2012-01-02 - AA-3063-SLC-LAX,49280,49160
,49153,2012-01-02 - AA-3063-SLC-LAX,49280,49160
,49153,2012-01-02 - AA-3063-SLC-LAX,49280,49160
,47711,2012-01-01 - AA-3063-SLC-LAX,47840,47720
,47711,2012-01-01 - AA-3063-SLC-LAX,47840,47720
,46275,2011-12-31 - AA-3063-SLC-LAX,46400,46280
,46275,2011-12-31 - AA-3063-SLC-LAX,46400,46280
,43388,2011-12-29 - AA-3063-SLC-LAX,43520,43400
,43388,2011-12-29 - AA-3063-SLC-LAX,43520,43400
,43388,2011-12-29 - AA-3063-SLC-LAX,43520,43400
,41949,2011-12-28 - AA-3063-SLC-LAX,42080,41960
,41949,2011-12-28 - AA-3063-SLC-LAX,42080,41960
,40516,2011-12-27 - AA-3063-SLC-LAX,40640,40520
,40516,2011-12-27 - AA-3063-SLC-LAX,40640,40520
,39068,2011-12-26 - AA-3063-SLC-LAX,39200,39080
,39068,2011-12-26 - AA-3063-SLC-LAX,39200,39080
,39068,2011-12-26 - AA-3063-SLC-LAX,39200,39080
,39068,2011-12-26 - AA-3063-SLC-LAX,39200,39080
,39068,2011-12-26 - AA-3063-SLC-LAX,39200,39080
,39068,2011-12-26 - AA-3063-SLC-LAX,39200,39080
,37632,2011-12-25 - AA-3063-SLC-LAX,37760,37640
,37632,2011-12-25 - AA-3063-SLC-LAX,37760,37640
,37632,2011-12-25 - AA-3063-SLC-LAX,37760,37640
,37632,2011-12-25 - AA-3063-SLC-LAX,37760,37640
,36230,2011-12-24 - AA-3063-SLC-LAX,36320,36200
,36230,2011-12-24 - AA-3063-SLC-LAX,36320,36200
,33319,2011-12-22 - AA-3063-SLC-LAX,33440,33320
,33319,2011-12-22 - AA-3063-SLC-LAX,33440,33320
,30446,2011-12-20 - AA-3063-SLC-LAX,30560,30440
,30446,2011-12-20 - AA-3063-SLC-LAX,30560,30440
,28994,2011-12-19 - AA-3063-SLC-LAX,29120,29000
,28994,2011-12-19 - AA-3063-SLC-LAX,29120,29000
27654,27548,2011-12-18 - AA-3063-SLC-LAX,27680,27560
27654,27548,2011-12-18 - AA-3063-SLC-LAX,27680,27560
27654,27548,2011-12-18 - AA-3063-SLC-LAX,27680,27560
27654,27548,2011-12-18 - AA-3063-SLC-LAX,27680,27560
27654,27548,2011-12-18 - AA-3063-SLC-LAX,27680,27560
,11729,2011-12-07 - AA-3063-SLC-LAX,11840,11720
,26135,2011-12-17 - AA-3063-SLC-LAX,26240,26120
,24681,2011-12-16 - AA-3063-SLC-LAX,24800,24680
,24681,2011-12-16 - AA-3063-SLC-LAX,24800,24680
,21803,2011-12-14 - AA-3063-SLC-LAX,21920,21800
,21803,2011-12-14 - AA-3063-SLC-LAX,21920,21800
,18913,2011-12-12 - AA-3063-SLC-LAX,19040,18920
,16033,2011-12-10 - AA-3063-SLC-LAX,16160,16040
,13150,2011-12-08 - AA-3063-SLC-LAX,13280,13160
,13150,2011-12-08 - AA-3063-SLC-LAX,13280,13160
,11729,2011-12-07 - AA-3063-SLC-LAX,11840,11720
,8850,2011-12-05 - AA-3063-SLC-LAX,8960,8840
,8850,2011-12-05 - AA-3063-SLC-LAX,8960,8840
,49153,2012-01-02 - AA-3063-SLC-LAX,49280,49160
,,2011-12-30 - AA-3063-SLC-LAX,,
,,2011-12-30 - AA-3063-SLC-LAX,,
,,2011-12-30 - AA-3063-SLC-LAX,,
,,2011-12-30 - AA-3063-SLC-LAX,,
,,2011-12-30 - AA-3063-SLC-LAX,,
